number,Unnamed: 0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,label
366,366,-2844,3551,792,-2721,-2993,2037,-3968,1010,147,-1247,-677,-3004,2237,-1557,-2958,1867,-3696,-1454,2778,-1870,-1090,-402,-1788,1
367,367,-10431,2757,1581,-1814,-7613,2434,3134,-1141,-4146,-1989,-2105,-1994,-3642,655,-2593,-3119,-1220,-442,-1790,-281,-1217,-3593,25,0
368,368,-2530,-3503,-7062,-5028,-8606,-3015,-4823,-4100,-4469,-4449,-6848,-4302,-5827,-3927,-6469,-4659,-2282,-7100,-5766,-5238,-5289,-3045,-4529,0
369,369,1588,-237,1708,1104,2032,827,3144,784,-1051,2074,1994,378,3367,2545,434,-2064,4618,556,2113,3283,-356,1618,841,0
370,370,-973,1592,-4434,182,-2311,-1322,200,-557,-4475,22,-2649,-1338,-1928,1382,-3458,-1865,-1504,-651,-2775,-520,-803,-2553,1410,0
371,371,-10534,3895,-3047,-7328,5777,-1787,-6052,5188,3058,-906,-6907,15904,-5901,-2154,-9292,7543,2165,2028,-6798,-2001,4777,-11401,13793,1
372,372,-1858,13827,2083,-9662,7055,1778,6469,1307,5020,2927,-5719,3716,1778,5354,1939,2836,2363,4007,3014,4021,-7593,12001,-1035,1
373,373,7131,4625,3156,8570,6490,5403,-1211,7046,5361,5289,3470,5248,4424,6568,-4528,9014,6159,9476,4993,2201,10303,4097,2287,0
374,374,1438,-2472,-270,-2036,-2181,127,2301,-1157,4074,-3445,-711,389,-6323,4353,2455,-3623,-427,3742,-1338,-1705,123,-2763,153,0
375,375,1250,-1753,890,-5359,2055,1523,-700,-1647,-1715,2247,-2785,-1196,224,-3128,1967,1407,-3731,-1183,543,704,-3240,-2125,5310,0
376,376,-9107,-2141,-8153,-7662,-6943,-6909,-6336,-6087,-6957,-7292,-6585,-4752,-8718,-8601,-4475,-8402,-7828,-3610,-8876,-6544,-7407,-4053,-7610,0
377,377,166,3333,-1150,5083,-1847,1381,2278,3079,3185,-1544,1168,1557,2876,4178,-490,3001,1396,-4412,7644,729,-2133,4750,2051,0
378,378,-4426,-2464,-1741,2214,1141,-4290,-6591,2962,58,-3983,-2180,3628,2686,-6017,-1112,-3178,3418,3956,-15053,6127,-10220,3111,4385,1
379,379,10012,10041,-5502,11328,-5424,18344,3064,-939,18898,-10506,10005,4656,2426,11008,-3141,3190,6491,10729,1890,5394,12292,918,14705,0
380,380,-9019,-9345,-8659,-9421,-10650,-7735,-9080,-10205,-10422,-8722,-8924,-7615,-10602,-9244,-9868,-9040,-9333,-8821,-9485,-10441,-7974,-9128,-10145,0
381,381,-2418,219,467,1634,-239,-966,-2037,1295,-1554,116,-1143,-600,4560,-3310,-2477,-63,958,5531,-3771,2794,-5273,3499,1420,1
382,382,2370,5666,1292,7880,5422,1832,10951,-154,6460,269,4467,4998,2296,111,13990,-6932,7753,1040,5764,4601,1847,6906,644,1
383,383,-14395,-12476,-12197,-13789,-10385,-13707,-8448,-12956,-13107,-11611,-10541,-13035,-9535,-12393,-12093,-11634,-11408,-11895,-12682,-10711,-9839,-14447,-12845,1
384,384,-245,-927,-3139,2352,-2779,-1222,-1945,384,-1821,-1520,445,-2712,-1012,0,-1588,-1431,-1767,-123,-862,-1669,-538,-2353,-1001,0
385,385,-3802,-3904,-3794,-2297,81,-4665,-2672,-4374,-972,-3593,-2566,328,-2072,-4891,-4097,-1477,-1499,-224,-7409,-596,-6248,192,-771,1
386,386,-4125,-4114,3945,-335,790,-343,-2115,-3298,-461,3950,-682,-1895,-461,-4944,4170,-1414,-68,1530,-3794,2846,-1363,-2145,722,0
387,387,-3235,2893,1139,-201,-5380,1603,453,-703,-1689,-513,139,-562,-99,-3666,-313,1489,-1291,-1434,-788,-553,1088,-2507,827,0
388,388,449,10407,620,-31075,12150,-2562,14946,8753,-1971,-1283,3969,-763,-2075,-3416,3370,-78,-1616,5911,-3629,7812,-1719,-282,-2704,1
389,389,-4044,-5475,110,-6939,-1858,-319,-3549,-4402,1326,-4335,-995,-5315,-4594,810,-7010,407,-4918,-1660,-269,-4290,-2619,-2251,-1813,0
390,390,7926,7668,2431,7522,5494,4166,2596,5052,3925,4206,5549,4785,6103,4449,-2528,7011,6769,10279,3916,2187,9395,5373,2739,0
391,391,3071,-2381,1059,-631,2275,-1961,475,1898,-1090,-1406,-433,2979,-637,-679,370,734,-1925,1775,-604,797,2127,-2327,-278,0
392,392,3364,1680,1421,580,951,3298,-143,1569,1581,755,2584,2193,1147,789,1320,2433,1681,-292,1983,-192,122,3238,3436,0
393,393,-1407,-1943,-860,-3365,-2292,-4480,1238,-3235,-4814,-4257,3768,-7168,869,-8791,2440,-3371,-1654,-2376,-2664,-3243,-5706,821,-2348,0
394,394,6144,-7406,-21774,6869,-14877,12503,12662,-28887,43820,-24837,-17887,36507,-41417,18724,12165,-31452,25392,5063,-28986,21462,3297,-34700,22621,0
395,395,6240,11925,6148,14289,9732,7908,11577,11468,6747,11813,7518,8486,13528,8644,9821,7366,9555,13946,11377,10488,3644,12103,8962,0
396,396,-10176,3674,-5812,-2050,-4790,-1001,-4242,-4962,-1133,1051,-2826,-11469,625,-1741,-1493,577,-11186,-3161,-842,-1062,41,2041,-16904,1
397,397,-7104,-10906,-9038,-9221,-10408,-8116,-9830,-7907,-9238,-9024,-11384,-7896,-9391,-8052,-10149,-9304,-6557,-11237,-11822,-5740,-10204,-12106,-7562,0
398,398,-4909,942,-4599,-3852,-803,-6120,-3492,-47,-3314,-4937,-209,-1874,-6880,-1423,-2121,-6431,-1595,-1878,-3233,-5781,-1163,-1309,-4324,0
399,399,6239,4541,-3935,18599,9718,408,15253,3484,7593,7493,577,10468,24220,-7617,12605,2924,18840,-24468,42648,-4739,10892,9445,18295,1
400,400,-2751,-845,-6071,-987,-4228,-2705,-190,-3618,-7016,-2249,202,-5083,-1426,-6939,849,-6071,-3350,409,-5640,-3553,1149,-4630,-1873,1
401,401,683,-4865,-1519,836,2080,-3098,-600,-2676,-59,295,-3793,-719,1763,-2892,689,-1371,1271,-6001,675,-88,-2344,-486,813,0
402,402,-3640,134,-2441,-1336,-2145,-1560,-767,-4050,-359,-4693,13,-1818,-1860,-1873,-1436,-1702,-2705,-1122,-2814,-1363,-1342,-2033,-2072,0
403,403,-2615,-984,-736,739,731,-2719,-1485,1871,-1717,-1738,209,-2132,588,1660,-2503,-1851,-248,-2270,645,1233,-1908,-270,-2405,0
404,404,-773,6934,-11728,1010,2334,-992,2724,2273,-9850,11873,-1361,-4169,4719,700,2417,543,4790,11449,-5272,-5787,-2686,-1387,7885,1
405,405,-11119,-2469,-5497,-10835,-7217,-1064,-13725,-6361,-7425,-4881,-9903,-5367,-8310,-7652,-9679,-4142,-8848,-4753,-4117,-10396,-4992,-10346,-7137,1
406,406,-1649,-12013,-2790,3847,9205,2752,-6087,5610,-4439,4031,-7191,6838,8645,-3849,-2120,-9078,12659,18219,-19395,3682,-10376,6778,153,1
407,407,-1908,-2820,-4278,-6108,937,-2347,-1850,-8521,3643,-5606,-3855,338,-6653,619,-4820,-2327,-3883,-3859,-1936,-5920,-1702,49,-5882,0
408,408,-3384,-2774,-1155,-1550,3353,-1886,-2352,-3212,4898,-4322,378,2045,-1163,-4575,-2287,-461,2157,4373,-5140,-1665,-5129,4538,1515,1
409,409,2547,-353,-348,1774,3182,-619,-1535,2019,1447,-12,1546,3602,-2391,432,2339,5290,-4809,3677,3067,-3597,3850,1388,-2340,0
410,410,-5229,-4280,340,-5865,-2436,-3132,-4083,-3015,-3217,-1998,-1591,-2153,-2514,-7074,-7188,-566,459,-4771,-1179,-4433,-4817,-3025,-1038,0
411,411,-4896,-4764,-6687,-3853,-4541,-5945,-4557,-5403,-4563,-5056,-5207,-4763,-4860,-6942,-3675,-3727,-7349,-4057,-4962,-4917,-5407,-3834,-5900,0
412,412,-1397,-9955,1269,2906,-9290,-5654,1156,-5686,-3266,-4148,1870,864,-9500,-1732,-6923,-2087,-1929,-712,-5719,-1669,-4487,-3402,-3818,1
413,413,-496,-1020,350,-3491,101,-1177,134,-913,-570,-582,-3234,1470,171,-3250,-1488,1849,-1993,-2346,-1030,1770,-2347,-2254,1877,0
414,414,8866,13324,8282,11723,6780,16572,4285,13539,12399,7649,9029,9826,7682,14147,6298,17405,12868,8469,3172,6229,14985,6947,10676,0
415,415,-917,-1990,-2997,-2157,-1085,-2682,-1021,-352,-2151,-746,-3118,-948,-3380,-3465,756,-1315,-4283,-1056,-119,-2881,-772,-352,-3207,0
416,416,4849,315,3699,1607,3676,1301,2381,3752,1530,517,2308,4609,2037,1080,2912,2575,799,3721,1553,3223,4062,110,1863,0
417,417,-4037,-6097,-268,-8680,4294,-9290,-729,-2474,-10675,534,767,-3356,-5579,-7329,-1778,2567,-10399,-807,3219,-4300,-7568,-3840,-4369,0
418,418,-2699,2720,1238,-2174,526,2457,2651,4835,-3140,-1675,4860,-468,6137,-4276,2404,4113,-173,1631,-1813,2423,4952,-3753,1041,0
419,419,-10964,-8016,-8655,-11596,-7437,-9278,-11088,-8419,-7977,-8996,-10221,-8780,-9904,-10349,-7039,-9382,-10875,-9523,-9492,-8961,-8875,-8551,-9263,0
420,420,11568,12117,6677,10324,9538,7189,12804,11145,8524,9943,6113,13965,9130,10462,6145,12601,9104,7897,11242,9387,9951,7804,11292,0
421,421,-1737,-2894,-4632,-163,-4814,-1667,-3851,-3449,-2575,-1910,-2365,-4473,-2672,-2574,-3574,-3424,-1197,-2910,-2660,-3312,-3113,-4274,-2540,0
422,422,-3309,-4314,-3825,-1241,-2600,-3864,-2244,-7539,-238,-4846,-3394,-1262,-3503,-6010,-950,-5178,-1792,-2561,-5071,-4040,-3074,-283,-3010,0
423,423,1407,3180,1139,-199,2114,3203,1496,-47,2112,1463,778,2334,1667,270,2806,2341,1723,735,1415,2029,-316,1615,2144,0
424,424,-12101,-3850,7140,-4277,-1344,5274,-1715,-7589,-384,-1704,-6822,3079,672,-3558,1140,-5599,-1234,-2652,3998,-6873,-3797,-572,2136,1
425,425,3722,1911,29,4571,3176,-6775,-353,8545,-1828,-1285,1800,358,5594,-4998,4897,2997,-2603,3666,-1695,3232,-356,2025,-1924,0
426,426,544,-5458,-3265,2407,-2220,-6046,5482,-5970,-1727,-1919,-2350,-607,1938,-4909,-1399,1918,-2639,1134,-5334,-1110,-556,-1028,-2846,0
427,427,-838,-1799,-3089,1496,-2863,-1669,-2842,-365,-1637,-1604,-580,-2982,-1132,-671,-2939,-927,-2290,-724,-1088,-2092,-1425,-2474,-491,0
428,428,-6207,-6726,-8321,-6814,-8412,-5722,-6792,-6962,-6845,-8124,-7625,-3548,-9610,-8065,-5332,-8569,-7278,-6375,-7486,-7310,-6749,-7504,-6664,0
429,429,-4337,52,-141,193,-1540,-464,-755,-3998,-996,2913,-3716,-855,-1559,731,-1270,-1790,-950,-216,-1029,-2626,-523,-472,-1396,0
430,430,-1960,-732,-2173,-1540,-1498,-1659,-1828,-1001,-2099,-1912,-1912,361,-2875,-2062,-1464,-1121,-1820,-90,-2932,-1807,-1458,-1058,-1015,0
431,431,-1469,3530,-257,5414,-4309,5759,3411,1305,-2806,4021,-1205,1801,2344,-683,1138,2327,1491,-1222,2233,4643,951,-449,2043,0
432,432,-3712,-6930,-6556,-3197,-2499,-7230,-5205,-2793,-5180,-4247,-8371,-3045,-6373,-3529,-4651,-3788,-7063,-5382,-4929,-5564,-4170,-5384,-3372,0
433,433,3854,2763,93,2627,-845,-3908,1024,4890,6192,-2308,-3900,-1411,2255,1494,2193,1017,2945,-337,720,-454,2503,-332,3394,0
434,434,1618,1411,3893,-5316,-3938,7584,-63,-3984,2340,-3861,6328,332,-3664,1245,-3479,-3892,5591,1817,6529,-794,-5822,-2569,8501,1
435,435,4077,4196,-1836,3269,831,1379,5913,2418,672,2698,-142,4829,1455,506,1720,4040,1861,1867,2406,-229,4370,1699,1247,0
436,436,-513,1063,-4971,583,2401,-5280,1319,1653,-4676,273,-1340,-610,-918,-1980,1139,-995,-2978,766,1078,-4028,966,163,-1343,0
437,437,458,-7860,6195,2752,-8420,-4603,3298,-7551,-1519,-323,2540,2756,-8711,-666,-5492,-94,-721,1341,-4474,-1516,-1798,-1697,-2918,1
438,438,-2044,-4660,-3396,-684,-5725,-2592,-4723,-1306,-3591,-3731,-2074,-4374,-4002,-5020,166,-4506,-4108,-4221,-2944,-2784,-2899,-3514,-3712,0
439,439,-2109,-5243,-2771,-2727,-3816,-3363,-2841,-2850,-6302,-1975,1074,-8378,-2561,-2487,-3727,497,-3718,-7293,-1641,-3608,-5145,-2778,-2009,0
440,440,-1660,214,1979,-2244,-781,-5826,2290,1335,-4987,1500,3682,-4004,-2171,-1750,-323,566,-1034,-2527,2994,-2700,-2152,3458,-2393,0
441,441,-883,-6654,-1230,-2955,-3285,-3584,-2951,-2215,-3849,-4724,-1766,2190,-5976,-3871,-5332,-1324,-1439,-3444,-3598,-2246,-5061,-1725,-4559,0
442,442,-2851,4522,8709,-15171,-9508,7948,-1531,-3688,-4684,-13933,18932,-4360,-12110,-3462,-2435,3127,5954,-22674,24955,-13306,-3483,-3183,9411,1
443,443,10072,9539,11362,7860,6399,6676,11720,13190,5250,6662,13536,10974,139,6754,4101,19631,-1785,19238,-1241,8833,11595,3718,10643,1
444,444,-2021,3198,-2916,-1577,-2145,-602,-1273,-789,-1999,-2256,-2315,-1028,-2125,-216,-2980,-1213,239,-1036,-3272,-2228,682,-3269,1063,0
445,445,353,1254,466,-1202,-1703,1202,1428,-643,-284,-964,-66,2547,-632,-2200,913,466,-1350,2646,-2735,1028,-924,400,1161,0
446,446,-7098,-4769,-3609,-9211,-5096,-4568,-6401,-5768,-7358,-3137,-5593,-8974,-3825,-4263,-12793,-2904,-3580,-8284,-7609,-2345,-3609,-8131,-10073,1
447,447,-3158,-2894,-4328,-2198,-5517,-3721,-3389,1949,-1877,-3404,-12054,-2625,215,-4568,-4207,-1066,-3552,-4250,-4060,-2605,-2523,-4562,-1277,0
448,448,2483,1714,-2287,2045,4670,-2043,343,1545,1059,54,-1122,3134,2499,-528,390,2436,1569,-1365,2449,2351,-1156,-887,3090,0
449,449,389,1323,-6447,4890,-5383,2128,-1738,2771,-44,-5019,-1114,-1497,1381,1641,-1521,-376,2943,-9777,-1808,4817,-478,-669,1004,0
450,450,-1508,2414,-1505,5733,8917,1744,-2468,9284,-6783,2190,5353,-134,1353,12165,-1802,-1150,5485,-474,6256,-3845,7770,1756,-4947,0
451,451,-2972,407,-1921,-1559,-1585,-1778,-400,48,-2727,-3361,1624,-4468,-45,-3056,1743,-3536,1310,-4053,-1292,-2031,1786,-3928,-2537,0
452,452,-5996,-500,-4481,-3306,-3780,-3693,-2293,-1707,-4201,-6126,930,-7744,-1958,-5055,132,-5770,17,-6933,-3489,-4177,176,-5888,-4621,0
453,453,-3812,-12131,-19926,-3699,-19881,-3253,742,-22543,13367,-19550,-19439,9214,-30601,-245,-1254,-21709,-909,-1493,-20558,-3789,-5726,-22897,-2066,0
454,454,-11680,-2726,-6726,-1870,-6560,-972,-8552,-5044,-8682,-1955,-2685,-6120,-7057,-6675,-4651,-4516,-7048,-6000,-4579,-3992,-6645,-5720,-6631,1
455,455,-8112,-5473,-7399,-4644,-4020,-7261,-1258,-12414,529,-10485,-3089,-7448,-6627,-4649,-4869,-6642,-3001,-6209,-8181,-3376,-3060,-9752,-4871,0
456,456,-11357,-11038,-8650,-11665,-11749,-12790,-11894,-9348,-15239,-6193,-12008,-10660,-9096,-7235,-19072,-9655,-6445,-24621,-12847,-2807,-4904,-8777,-5365,1
457,457,2163,480,-2149,675,823,-2343,1675,1646,-1238,1349,-4424,4458,-790,745,-2544,2055,-951,-1468,1238,485,-315,-2567,2498,0
458,458,8412,192,10445,7625,7650,13213,11787,-25,11660,12605,-2519,10524,6870,13271,-127,7634,13690,10326,9020,7818,490,6399,7609,1
459,459,-10655,-2614,-5279,-9741,-7177,-5636,-4967,-10550,-6374,-5545,-8094,-4928,-6004,-5962,-9236,-4465,-8771,-7223,-3427,-7368,-7407,-5565,-7272,0
460,460,-4973,-9292,-5667,-5662,-7048,-7737,-7258,-5099,-6925,-8372,-6287,-6303,-6931,-7557,-4916,-9207,-5799,-4782,-8321,-7551,-4119,-8070,-8034,0
461,461,-3630,2036,123,-6496,-1019,410,-1090,-5721,631,-4403,-443,-392,-1519,-856,-4996,1523,-3357,-2839,1851,-4215,-2495,1230,-1741,0
462,462,6584,-6493,3948,8295,2142,7647,6742,-8260,16402,-1969,7060,-912,-1039,5810,17184,4873,-6778,12763,-8788,17303,-4398,6153,144,1
463,463,-5554,-3539,1099,-5196,-759,704,-2065,-2992,3667,-4776,2894,-6834,-2889,2171,-6064,1706,-4437,-288,858,-3209,-1102,245,-1040,0
464,464,3924,4216,7836,5448,4402,3865,3885,3606,7867,5865,4141,6055,4851,-51,2516,8294,7800,3230,4752,4395,6781,2928,6525,0
465,465,-3904,-1030,2260,-3092,209,-3148,22,-1125,-1439,554,-1628,-486,-137,-3768,-1144,-745,1581,-2295,-1941,-1679,-459,2562,-1826,0
466,466,-6510,-6083,-6934,-4646,-10354,-5067,-5282,-10193,-5371,-6662,-5361,-8453,-7330,-5345,-6188,-6100,-7211,-9240,-4122,-6544,-4908,-8492,-6091,0
467,467,-4449,-7531,-6398,-3630,-3742,-10281,914,-8324,-7191,-5302,-5963,-4622,-7006,-3333,-6857,-7460,-3758,-5046,-3236,-8500,-8503,-1395,-6946,0
468,468,-9453,-9393,-8492,-8403,-11284,-9538,-7112,-10654,-9650,-8073,-9033,-6449,-13578,-6096,-9550,-10760,-10740,-6812,-9185,-10304,-8688,-7845,-11396,0
469,469,10666,-5030,6368,1789,-45,4291,1117,157,4260,710,2377,2247,1596,-244,2491,4462,610,450,7101,-2028,1010,3553,2630,0
470,470,-2961,-1591,1228,-6434,6527,-2355,1545,-527,-1247,2864,-4403,-3504,-413,-2323,208,-1259,743,1984,-3057,-1938,-1703,-263,-4143,1
471,471,5711,6301,5084,-488,6771,10459,4063,-1703,14052,4298,46,8005,1354,9860,8423,1719,3530,3734,8145,2822,3207,4524,7257,1
472,472,-3063,-2939,-4271,-2679,-2797,-1749,-3788,-4078,-1413,-3334,-3749,-3391,-3340,-1770,-2229,-3968,-2565,-3482,-2557,-3006,-3316,-3747,-1795,0
473,473,-11696,-7621,-10271,-14012,-8894,-12026,-11960,-3902,-17217,-11744,-8290,-9105,-17911,-15524,-15584,84,-19902,-519,-15029,-11705,-11648,-14972,-6866,1
474,474,4658,5949,2298,5727,3975,6473,5442,3563,5655,3678,4328,4900,2891,8084,5811,2409,6731,3300,3930,6695,5907,1400,8050,0
475,475,-1723,-1132,-4547,-1367,-60,-5414,20,-1763,-3770,-1534,-3023,-2021,-1341,-4023,-418,-2810,-2457,-2003,-935,-4192,-735,-845,-2205,0
476,476,-134,4353,2622,-6426,7949,4475,8127,-3337,7072,-2241,7651,-3058,7332,2109,-6046,10856,4054,-1053,938,7595,5663,7656,-14521,1
477,477,492,-2794,-6599,-1250,898,-6789,-3106,2768,-3660,1255,-3991,-3657,-891,-5213,-2094,812,-3229,-3915,-1840,-1943,-1618,656,-3442,0
478,478,-3050,4852,-8521,-2386,1962,-3690,-1100,161,-1194,-3146,-3632,3587,-1033,-8543,1387,-32,-4729,3030,-4834,-2836,1353,-452,2635,0
479,479,-2690,-2448,207,2117,-2048,-4051,-1704,-3021,2701,-2168,331,-1795,-888,-6519,-2709,3232,-506,-3006,-2789,-621,509,-1699,-2210,0
480,480,-3224,-1558,582,-3081,-4291,-1592,-1781,-2148,-4727,-9923,7204,-3446,-1071,-7645,1535,-1848,-2355,-2855,-5448,-1381,-3186,-523,-3788,0
481,481,-1469,-5155,-1379,-4546,-1832,-3855,-1032,-4260,-2523,-2337,-2986,-3950,-2924,-2504,-3674,-2511,-1554,-5630,-1483,-3054,-3140,-3279,-2303,0
482,482,-513,-5583,-1737,-4342,-2127,-4698,-3175,-885,-2614,-3598,-3371,-3947,-4601,-3704,-2632,667,-7405,-3850,-5637,-2766,-3010,-98,-1835,0
483,483,-12742,-13807,-15155,-10461,-15287,-13551,-14458,-12348,-13955,-14149,-11992,-15188,-13634,-12289,-15104,-13157,-14436,-12737,-13124,-14335,-12812,-14589,-13293,0
484,484,1416,351,-1654,1913,-5707,2136,1622,-1882,4005,-2526,321,906,-1661,698,-760,603,-149,-309,-1181,-1719,2221,1675,-3429,0
485,485,-14559,7674,-6197,-9972,9009,-10214,-5405,5216,3846,-874,-6068,18799,-4991,6712,-20670,12721,-40,-615,-6027,4408,-5970,-5227,3390,1
